id,gender,occupation_type,avg_work_hours_per_day,avg_rest_hours_per_day,avg_sleep_hours_per_day,avg_exercise_hours_per_day,age_at_death
11761,Male,Artist,4.76,10.45,7.65,1.14,96
11762,Male,Technician,7.73,6.37,6.9,3,88
11763,Female,Engineer,8.75,7.14,6.87,1.24,81
11764,Male,Driver,9.78,6.25,5.39,2.58,80
11765,Male,Artist,8.02,6.26,7.19,2.52,87
11766,Female,Entrepreneur,13.78,1,6.22,3,82
11767,Female,Healthcare Worker,8.91,8.8,4.95,1.34,87
11768,Female,Entrepreneur,14.59,1.26,8.13,0.01,62
11769,Male,Scientist,9.52,7.04,5.99,1.45,90
11770,Male,Consultant,10.07,8.08,5.78,0.08,71
11771,Female,Technician,9.25,4.9,7.03,2.83,83
11772,Female,Teacher,8.5,6.17,7.35,1.98,79
11773,Male,Office Worker,8.95,5.79,8.37,0.89,100
11774,Female,Freelancer,8.65,7.68,6.26,1.41,79
11775,Female,Manual Laborer,8.48,6.09,7.4,2.03,85
11776,Male,Manager,9.12,4.45,7.79,2.64,86
11777,Female,Office Worker,7.16,9.34,5.9,1.61,93
11778,Male,Consultant,11.09,2.38,8.04,2.49,77
11779,Male,Engineer,8.22,8.01,5.16,2.61,94
11780,Female,Driver,9.77,5.99,8.24,0,71
11781,Male,Manual Laborer,3.01,1.02,19.24,0.73,47
11782,Male,Manual Laborer,10.63,8.14,4.82,0.42,61
11783,Female,Artist,6.88,9.75,5.79,1.59,81
11784,Female,Scientist,7.9,5.18,8.23,2.7,87
11785,Female,Manager,8.84,6.79,7.51,0.86,81
11786,Male,Driver,8.31,7.18,8.04,0.47,81
11787,Female,Healthcare Worker,8.44,4.47,10.03,1.06,78
11788,Female,Manager,19.03,4.75,0.23,0,61
11789,Male,Engineer,8.21,2.79,10.15,2.85,97
11790,Male,Healthcare Worker,8.69,7.22,6.1,2,95
11791,Male,Retail Worker,8.88,8.51,6.61,0,78
11792,Female,Scientist,10.82,4.73,6.8,1.64,67
11793,Male,Office Worker,4.24,0.92,18.7,0.15,42
11794,Male,Healthcare Worker,10.11,4.65,9.11,0.13,82
11795,Male,Manager,8.75,3.1,11.14,1.01,79
11796,Male,Freelancer,10.98,2.16,9.85,1.01,71
11797,Female,Driver,1.71,2.93,19.31,0.05,45
11798,Male,Entrepreneur,12.97,3.37,7.67,0,79
11799,Male,Manual Laborer,11.49,3.47,7.63,1.41,86
11800,Female,Office Worker,9.91,7.53,6.03,0.53,80
11801,Male,Entrepreneur,10.62,6,6.75,0.62,85
11802,Female,Retail Worker,9.15,7.95,6,0.91,85
11803,Female,Engineer,0.96,19.41,1.93,1.71,89
11804,Female,Artist,7.1,9.64,7.26,0,90
11805,Female,Entrepreneur,12.87,2.47,5.95,2.72,80
11806,Male,Technician,7.87,6.43,8.33,1.36,69
11807,Female,Office Worker,8.83,3.37,10.88,0.91,66
11808,Female,Manager,11.49,2.01,9.49,1.01,88
11809,Male,Consultant,10.4,5.13,7.04,1.44,88
11810,Female,Artist,4.77,8.25,7.98,3,83
11811,Female,Manual Laborer,8.4,4.79,8.01,2.79,91
11812,Male,Healthcare Worker,10.36,4.66,6.97,2,68
11813,Male,Teacher,7.67,8.26,6.63,1.44,76
11814,Female,Healthcare Worker,8.16,5.95,7.07,2.82,89
11815,Female,Healthcare Worker,20.03,3.82,0.16,0,49
11816,Female,Manual Laborer,8.03,6.33,7.03,2.61,79
11817,Male,Technician,7.16,6.66,9.5,0.68,66
11818,Female,Manual Laborer,8.04,8.85,4.5,2.6,95
11819,Female,Office Worker,9.35,7.94,4.59,2.12,80
11820,Female,Entrepreneur,14.83,1,5.25,2.92,77
11821,Female,Manual Laborer,8.65,5.45,7.93,1.97,84
11822,Male,Manager,13.17,3.51,6.7,0.62,64
11823,Male,Retail Worker,8.92,6.14,5.93,3,85
11824,Male,Retail Worker,8.96,5.38,6.74,2.92,78
11825,Male,Teacher,7.67,7.09,6.58,2.66,93
11826,Male,Teacher,7.29,7.06,7.29,2.36,81
11827,Female,Scientist,10.68,7.46,5.69,0.17,87
11828,Male,Retail Worker,9.29,4.41,9.73,0.57,80
11829,Female,Technician,9.55,7.22,7.23,0,81
11830,Male,Manager,11.46,2.69,8.1,1.75,74
11831,Female,Consultant,8.07,4.74,9.12,2.06,95
11832,Female,Teacher,8.06,7.78,6.53,1.63,91
11833,Male,Entrepreneur,15.64,1,5.71,1.65,71
11834,Male,Scientist,7.99,5.63,9.04,1.35,92
11835,Female,Teacher,6.97,7.33,6.77,2.94,83
11836,Male,Engineer,8.71,5.62,8.54,1.13,79
11837,Male,Teacher,6.04,10.88,6.97,0.11,86
11838,Female,Healthcare Worker,10.32,4.24,9.43,0.01,81
11839,Male,Technician,0.53,19.48,0.81,3.18,76
11840,Male,Teacher,7.91,10.99,5,0.1,80
11841,Female,Technician,7.32,6.8,6.88,3,82
11842,Female,Manager,8.39,4.62,9.75,1.23,75
11843,Male,Manager,11.61,4.53,7.74,0.11,67
11844,Male,Engineer,8.05,7.36,8.05,0.55,80
11845,Female,Scientist,10.15,5.01,7.31,1.53,90
11846,Female,Manual Laborer,9.59,6.67,7.35,0.39,89
11847,Female,Artist,9.35,1.82,9.83,3,75
11848,Male,Healthcare Worker,11.97,1.65,7.67,2.71,93
11849,Female,Manual Laborer,10.03,4.05,8.07,1.85,89
11850,Male,Engineer,9.63,5.25,7.34,1.78,78
11851,Female,Manual Laborer,8.57,6.43,6.99,2.02,90
11852,Female,Retail Worker,9.75,4.39,9.15,0.71,78
11853,Male,Freelancer,6.99,10.37,6.49,0.15,80
11854,Male,Entrepreneur,12.36,1,8.54,2.09,53
11855,Male,Scientist,8.36,6.16,6.47,3,88
11856,Male,Manual Laborer,8.13,8.85,4.77,2.25,84
11857,Female,Engineer,7.85,10.03,6.06,0.05,79
11858,Male,Driver,9.14,5.72,9.13,0,79
11859,Female,Manual Laborer,10.2,5.47,6.51,1.83,88
11860,Male,Technician,8.78,7.49,5.53,2.2,90
11861,Male,Manual Laborer,11.57,2.24,9.83,0.35,62
11862,Male,Healthcare Worker,11.29,6.53,4.19,1.98,68
11863,Male,Consultant,10.47,5.61,5.77,2.15,74
11864,Male,Driver,9.63,6.33,6.73,1.31,82
11865,Female,Manager,12.44,1,9.43,1.13,79
11866,Male,Office Worker,1.1,17.51,3.38,2.01,61
11867,Female,Scientist,8.86,6.05,7.32,1.77,81
11868,Male,Teacher,7.23,7.66,7.73,1.37,83
11869,Female,Driver,9.28,3.63,9.99,1.1,72
11870,Female,Office Worker,8.19,5.52,7.66,2.62,100
11871,Female,Consultant,10.65,4.93,6.74,1.68,82
11872,Female,Healthcare Worker,11.3,3.78,6.69,2.23,85
11873,Male,Teacher,6.9,6.81,7.55,2.74,88
11874,Male,Scientist,10.25,3,7.75,3,90
11875,Male,Manual Laborer,9.42,2.07,9.51,3,82
11876,Male,Driver,9.01,5.99,6.59,2.4,78
11877,Male,Engineer,9.94,8.25,5.7,0.12,79
11878,Female,Driver,10.92,3.53,8.71,0.83,71
11879,Female,Driver,11.74,1,8.45,2.81,88
11880,Female,Manager,11.63,2.04,7.71,2.62,85
11881,Female,Healthcare Worker,11.53,1.93,10.2,0.34,73
11882,Female,Retail Worker,8.62,6.27,8.89,0.21,87
11883,Male,Entrepreneur,12.51,1,9.17,1.32,78
11884,Female,Retail Worker,9.45,3.88,8.38,2.29,72
11885,Male,Retail Worker,6.41,10.62,6.81,0.17,95
11886,Male,Teacher,6.62,6.52,9.02,1.84,73
11887,Female,Driver,9.03,3.46,8.7,2.82,77
11888,Male,Manager,10.27,4.6,6.59,2.55,83
11889,Female,Manual Laborer,9.02,5.41,7.71,1.87,79
11890,Male,Teacher,8.06,9.35,5.18,1.41,92
11891,Male,Manual Laborer,9.31,7.2,6.95,0.54,76
11892,Female,Driver,10.46,2.76,8.26,2.53,80
11893,Female,Artist,6.51,10.97,5.5,1.03,80
11894,Female,Scientist,10.5,9.56,3,0.94,79
11895,Male,Consultant,7.86,7.63,6.63,1.89,84
11896,Female,Driver,11.91,1.15,9.14,1.8,72
11897,Male,Scientist,8.96,4.71,9.11,1.22,73
11898,Male,Manual Laborer,11.12,3.21,6.92,2.75,93
11899,Male,Technician,7.86,5.55,8.29,2.3,96
11900,Male,Engineer,3.09,0.38,19.9,0.63,39
11901,Male,Manual Laborer,8.63,7.14,6.45,1.78,79
11902,Female,Consultant,6.75,10.84,4.51,1.89,86
11903,Female,Driver,8.17,7.93,6.28,1.63,81
11904,Male,Artist,5.56,8.13,7.88,2.43,85
11905,Male,Freelancer,6.25,11.11,6.19,0.45,90
11906,Male,Scientist,9.02,3.64,9.13,2.22,60
11907,Female,Retail Worker,7.63,9.4,4.89,2.09,83
11908,Male,Manager,10.12,8.49,4.63,0.76,72
11909,Male,Artist,9.37,3.91,7.8,2.92,73
11910,Male,Teacher,7.65,6.79,7.51,2.05,95
11911,Female,Teacher,6.76,9.97,4.91,2.37,84
11912,Female,Retail Worker,20.65,1.35,2,0,46
11913,Female,Manager,13.33,1,6.67,3,83
11914,Female,Scientist,7.82,7.62,6.28,2.29,97
11915,Male,Manager,12.56,1,7.93,2.51,72
11916,Male,Driver,10.8,3.1,7.26,2.84,84
11917,Male,Retail Worker,6.76,5.41,9.1,2.74,83
11918,Male,Artist,5.32,8.85,8.9,0.94,94
11919,Female,Office Worker,9.85,4.87,7.79,1.49,90
11920,Female,Technician,8.95,7.12,6.97,0.97,89
11921,Male,Healthcare Worker,9.96,3.9,7.91,2.23,88
11922,Male,Technician,18.46,2.65,2.89,0,29
11923,Male,Retail Worker,8.04,7.38,7.74,0.85,87
11924,Male,Consultant,7.75,7.06,6.43,2.75,89
11925,Female,Retail Worker,8.4,7.11,8.18,0.3,83
11926,Female,Healthcare Worker,11.77,2.02,10,0.22,57
11927,Female,Technician,9.49,3.6,8.9,2.01,90
11928,Male,Consultant,9.29,8.78,5.94,0,85
11929,Female,Artist,8.54,7.43,6.2,1.83,87
11930,Male,Technician,7.91,6.01,7.6,2.48,82
11931,Male,Healthcare Worker,11.74,3.96,7.58,0.72,70
11932,Female,Office Worker,7.93,5.61,8.99,1.47,83
11933,Male,Consultant,8.4,8.57,6.15,0.88,80
11934,Male,Driver,10.93,4.63,6.37,2.06,79
11935,Female,Manager,2.21,17.7,1.58,2.51,93
11936,Male,Office Worker,8.56,5.58,9.86,0,77
11937,Male,Teacher,7.21,7.59,7.07,2.13,73
11938,Female,Manager,8.81,4.75,7.71,2.73,93
11939,Female,Teacher,7.06,8.39,6.61,1.94,87
11940,Female,Engineer,9.64,3.24,8.29,2.84,91
11941,Female,Freelancer,11.41,1.27,10.91,0.4,69
11942,Male,Office Worker,7.21,6.76,8.88,1.15,74
11943,Male,Freelancer,11.98,4.47,4.86,2.69,74
11944,Female,Office Worker,21.24,0.92,1.85,0,25
11945,Female,Office Worker,8.86,5.39,9.74,0.02,68
11946,Female,Technician,0.09,21.02,1.3,1.59,63
11947,Male,Healthcare Worker,10.48,5.57,4.98,2.97,78
11948,Male,Driver,8.13,6.11,7.71,2.05,82
11949,Female,Engineer,9.15,7.39,4.93,2.53,93
11950,Male,Driver,11.85,2.49,9.66,0,68
11951,Male,Scientist,10.04,2.04,8.92,3,75
11952,Female,Engineer,22.75,0.67,0.58,0,25
11953,Female,Office Worker,7.75,6.74,7.87,1.64,87
11954,Male,Retail Worker,9.76,7.65,6.59,0,75
11955,Female,Freelancer,11.25,2.57,8.17,2.01,78
11956,Male,Technician,7.72,3.71,11.34,1.24,61
11957,Female,Manager,13.72,1,8.32,0.96,60
11958,Female,Retail Worker,7.2,6.2,7.96,2.64,84
11959,Female,Manual Laborer,10.29,5.48,7.28,0.95,88
11960,Female,Office Worker,7.65,7.63,8.47,0.26,79
11961,Male,Consultant,9.5,7.53,6.66,0.31,93
11962,Female,Office Worker,8.43,4.59,8.19,2.79,85
11963,Female,Healthcare Worker,11.76,6.17,4.92,1.15,86
11964,Male,Manager,9.71,6.82,6.44,1.03,85
11965,Male,Consultant,7.61,9.84,5.53,1.01,93
11966,Female,Scientist,10.2,5.69,6.52,1.58,71
11967,Female,Office Worker,8.24,3.2,9.55,3,83
11968,Female,Driver,10.89,3.32,8.19,1.6,73
11969,Male,Artist,6.75,9.53,5.96,1.76,92
11970,Female,Healthcare Worker,11.83,5.49,5.62,1.07,78
11971,Male,Retail Worker,8.74,6.82,6.21,2.22,100
11972,Female,Manual Laborer,11.83,3.27,8.29,0.61,74
11973,Female,Entrepreneur,19.42,3.7,0.87,0,25
11974,Female,Manager,10.62,3.04,10.19,0.16,68
11975,Male,Engineer,7.01,8.01,5.98,3,87
11976,Female,Technician,9.2,3.1,8.7,3,78
11977,Female,Technician,9.78,6.15,5.67,2.4,94
11978,Male,Engineer,7.19,9.73,4.7,2.39,97
11979,Male,Artist,4.3,9.11,10.43,0.16,68
11980,Female,Entrepreneur,14.76,1.51,7.73,0,75
11981,Male,Consultant,6.44,7.74,7.39,2.43,95
11982,Male,Freelancer,9.54,6.54,5.82,2.1,100
11983,Female,Retail Worker,4.47,3.34,15.4,0.78,61
11984,Female,Driver,10.44,7.32,4.92,1.31,76
11985,Female,Retail Worker,7.78,9.26,6.29,0.67,75
11986,Female,Retail Worker,8.73,7.25,5.42,2.6,86
11987,Female,Retail Worker,8.48,5.1,8.3,2.11,86
11988,Female,Teacher,7.25,11.68,3.99,1.08,83
11989,Female,Office Worker,8.23,8.31,5,2.46,70
11990,Male,Manual Laborer,10.72,3.28,7,3,81
11991,Male,Entrepreneur,14.68,1,6.17,2.14,67
11992,Male,Office Worker,7.84,4.1,9.06,3,84
11993,Male,Office Worker,9.42,5.12,8.91,0.55,87
11994,Female,Entrepreneur,12.31,1.48,8.64,1.56,78
11995,Male,Healthcare Worker,10.58,5,7.94,0.48,75
11996,Male,Manual Laborer,8.49,5.72,7.1,2.68,77
11997,Male,Artist,9.57,6.04,5.4,3,77
11998,Female,Teacher,8.56,7.16,7.37,0.91,64
11999,Male,Driver,8.76,8.88,5.06,1.3,80
12000,Male,Consultant,8.98,4.82,7.2,3,91
12001,Female,Office Worker,9.31,3.31,8.38,3,89
12002,Female,Retail Worker,6.43,8.74,6.34,2.49,97
12003,Female,Healthcare Worker,9.3,5.71,6.95,2.04,68
12004,Female,Artist,5.64,9.51,7.58,1.27,97
12005,Female,Entrepreneur,11.27,4.39,8.34,0,73
12006,Female,Manager,8.33,8.91,5.76,1,83
12007,Female,Driver,9.48,8.52,5.49,0.51,79
12008,Male,Entrepreneur,12.92,1,8.52,1.56,63
12009,Female,Entrepreneur,14.48,1.04,7.78,0.69,85
12010,Female,Healthcare Worker,9.62,3,10.38,1,77
12011,Male,Freelancer,10.48,3.14,10.04,0.34,75
12012,Female,Retail Worker,7.19,8.95,5.06,2.79,78
12013,Female,Engineer,9.51,6.64,6.93,0.92,81
12014,Female,Freelancer,8.89,7.2,6.6,1.31,84
12015,Male,Engineer,7.17,5.41,9.08,2.34,81
12016,Male,Teacher,8.94,7.15,7.21,0.7,82
12017,Female,Scientist,7.79,5.17,9.33,1.71,75
12018,Male,Entrepreneur,10.34,4.43,8.87,0.36,70
12019,Male,Retail Worker,7.69,7.12,6.93,2.27,86
12020,Male,Scientist,10.92,3.01,7.24,2.82,66
12021,Male,Artist,4.17,12.44,5.81,1.58,84
12022,Male,Artist,7.54,10.49,5.77,0.2,90
12023,Male,Technician,7.81,6.11,7.96,2.13,84
12024,Female,Retail Worker,9.87,6.71,6.18,1.23,84
12025,Male,Retail Worker,6.9,11.82,4.91,0.38,71
12026,Male,Entrepreneur,12.63,1.36,7.31,2.69,77
12027,Male,Manual Laborer,10.78,2.53,8.37,2.32,78
12028,Female,Entrepreneur,15.84,1,4.16,3,60
12029,Male,Manual Laborer,10.64,3.79,9.38,0.19,71
12030,Male,Technician,7.59,8.39,6.04,1.98,83
12031,Male,Engineer,8.74,4.06,8.71,2.49,81
12032,Female,Teacher,8.64,4.49,8.26,2.6,85
12033,Male,Teacher,7.66,5.13,9.24,1.96,89
12034,Male,Teacher,6.81,8.22,7.23,1.74,73
12035,Female,Manager,10.36,4.83,8.19,0.63,81
12036,Female,Engineer,9.08,7.6,7.32,0,83
12037,Female,Freelancer,5.88,8.95,7.62,1.56,86
12038,Female,Office Worker,8.43,4.97,8.83,1.76,76
12039,Male,Retail Worker,7.91,8.57,5.94,1.58,96
12040,Female,Freelancer,0.95,20,2.52,0.53,76
12041,Male,Consultant,8.7,7.68,5.4,2.22,81
12042,Female,Manager,13.76,1,7.89,1.35,75
12043,Female,Manual Laborer,8.64,6.34,7.88,1.13,90
12044,Female,Retail Worker,9.75,4.21,8.06,1.98,82
12045,Male,Manager,12.07,5.55,5.91,0.48,67
12046,Female,Office Worker,8.07,7.63,6.11,2.19,82
12047,Female,Entrepreneur,13,1,7.38,2.63,63
12048,Male,Freelancer,8.6,4.72,8.48,2.21,82
12049,Male,Manager,12.35,2.45,6.2,3,67
12050,Female,Artist,5.43,13.42,4.52,0.63,83
12051,Male,Engineer,7.15,8.5,5.36,2.99,86
12052,Female,Consultant,10.13,7.09,5.9,0.88,79
12053,Male,Scientist,7.53,7.03,6.46,2.99,74
12054,Male,Scientist,10.99,4.58,8.4,0.03,63
12055,Male,Entrepreneur,10.58,4.03,9.39,0,79
12056,Male,Teacher,7.33,10.98,5.68,0,74
12057,Male,Entrepreneur,10.88,4.02,6.84,2.26,77
12058,Female,Consultant,8.05,6.35,6.6,3,91
12059,Female,Driver,10.08,7.62,5.59,0.71,64
12060,Female,Healthcare Worker,8.35,6.96,7.63,1.06,81
12061,Female,Technician,7.72,8.18,8.1,0,73
12062,Female,Manager,13.12,2.84,6.12,1.92,66
12063,Female,Retail Worker,6.22,7.81,8.07,1.9,88
12064,Female,Driver,8.18,6.88,8.01,0.94,89
12065,Male,Freelancer,9.27,6.04,6.11,2.59,77
12066,Female,Entrepreneur,14.38,3.44,5.02,1.16,58
12067,Male,Consultant,6.87,7.64,9.16,0.33,84
12068,Female,Teacher,7.36,6.6,8.79,1.26,96
12069,Male,Teacher,6.65,8.19,6.55,2.61,90
12070,Male,Manual Laborer,8.9,9.75,5.11,0.24,93
12071,Male,Manager,10.24,6.59,6.2,0.97,82
12072,Male,Engineer,1.36,5.04,16.77,0.82,53
12073,Male,Retail Worker,9.09,7.43,4.9,2.58,81
12074,Male,Entrepreneur,22.28,1.29,0.43,0,26
12075,Female,Freelancer,7.94,6.94,7.96,1.16,76
12076,Male,Entrepreneur,14.06,4.44,4.55,0.95,70
12077,Female,Manager,11.11,4.64,7.6,0.65,92
12078,Male,Retail Worker,19.97,1.47,2.55,0,42
12079,Female,Office Worker,9.35,5.18,8.73,0.74,71
12080,Female,Office Worker,9.17,4.34,9.18,1.32,70
12081,Female,Teacher,8.86,5.07,7.51,2.57,88
12082,Female,Manager,10.77,5.91,5.87,1.45,91
12083,Female,Artist,4.06,8.61,9.65,1.69,95
12084,Male,Office Worker,3.16,2.53,17.36,0.95,59
12085,Female,Freelancer,10.87,2.5,8.26,2.37,65
12086,Female,Manual Laborer,9.42,6.4,7.44,0.75,86
12087,Female,Entrepreneur,10.44,2.51,8.44,2.61,83
12088,Male,Manager,8.46,8.33,6.93,0.28,84
12089,Male,Engineer,8.11,7.47,5.42,3,92
12090,Male,Office Worker,20.63,0.99,2.38,0,29
12091,Male,Healthcare Worker,9.87,5.29,6.36,2.48,72
12092,Male,Manager,8.13,7.54,6.58,1.74,85
12093,Male,Manual Laborer,9.13,3.43,9.89,1.55,69
12094,Female,Engineer,7.39,5.31,9.91,1.4,79
12095,Female,Driver,11.2,2.78,7.73,2.29,73
12096,Female,Engineer,9.77,6.17,7.75,0.31,80
12097,Female,Scientist,8.98,5.5,7.76,1.76,97
12098,Male,Engineer,8.43,8.8,5.31,1.45,78
12099,Male,Retail Worker,9.1,7.86,6.82,0.22,83
12100,Male,Retail Worker,18.88,1.54,3.58,0,42
12101,Male,Artist,7.49,11.56,4.7,0.25,80
12102,Female,Consultant,10.59,4.52,7.25,1.64,92
12103,Male,Scientist,8.58,9.79,5.59,0.04,82
12104,Female,Retail Worker,9.25,5.52,7.59,1.64,89
12105,Male,Entrepreneur,11.12,1.26,9.54,2.08,54
12106,Female,Technician,8.33,8.28,5.01,2.38,97
12107,Female,Scientist,8.36,7.63,5.07,2.94,84
12108,Female,Manual Laborer,9.34,7.49,5.6,1.58,81
12109,Female,Teacher,8.03,7.05,7.47,1.45,91
12110,Female,Artist,6.32,10.01,6.11,1.55,82
12111,Male,Scientist,9.56,5.98,7.36,1.1,72
12112,Male,Freelancer,8.97,3.8,9.2,2.04,83
12113,Female,Engineer,9.46,6.36,6.68,1.5,84
12114,Male,Healthcare Worker,10.76,3.83,8.66,0.75,84
12115,Female,Consultant,19.54,0.82,3.64,0,36
12116,Male,Healthcare Worker,9.59,2.84,9.61,1.96,71
12117,Female,Teacher,7.45,5.71,9.24,1.6,92
12118,Male,Manager,13.74,1.29,7.85,1.12,69
12119,Male,Artist,4.8,11.67,7.05,0.49,99
12120,Male,Entrepreneur,23.82,0.17,0.01,0,25
12121,Male,Office Worker,9.81,6.03,7.8,0.36,85
12122,Female,Manager,12.01,1,9.76,1.23,66
12123,Male,Consultant,8.6,8.49,6.58,0.33,82
12124,Female,Manager,8.28,5.71,7.49,2.52,87
12125,Female,Technician,8.32,5.23,8.18,2.27,87
12126,Female,Healthcare Worker,8.97,6.38,8.65,0,86
12127,Male,Entrepreneur,10.57,4.88,7.96,0.59,87
12128,Male,Entrepreneur,11.14,3.82,8.14,0.9,77
12129,Female,Healthcare Worker,11.57,5.73,6.35,0.35,77
12130,Male,Scientist,9.56,6.51,7.63,0.31,85
12131,Male,Manual Laborer,10,6.18,6.19,1.62,80
12132,Female,Artist,7.86,7.58,5.92,2.64,91
12133,Male,Scientist,10.22,6.12,5.79,1.87,72
12134,Male,Office Worker,9.44,7.52,5.51,1.52,67
12135,Female,Retail Worker,6.74,5,11.35,0.91,77
12136,Male,Retail Worker,9.01,4.82,8.43,1.73,65
12137,Female,Office Worker,9.92,1.72,10.97,1.4,81
12138,Male,Driver,8.64,7.57,5.69,2.1,86
12139,Female,Manager,12.14,3.25,6.31,2.3,85
12140,Male,Freelancer,6.85,9.87,5.88,1.4,100
12141,Male,Manager,9.62,3.05,10.55,0.77,77
12142,Male,Scientist,9.35,6.41,5.64,2.6,83
12143,Male,Entrepreneur,14.52,1,5.48,3,71
12144,Male,Freelancer,6.43,10.11,6.52,0.94,96
12145,Female,Manual Laborer,11.98,8.05,3,0.97,78
12146,Male,Engineer,8.59,4.59,8.27,2.55,80
12147,Female,Scientist,7.12,6.87,7.01,3,96
12148,Female,Manual Laborer,11.9,2.38,6.99,2.73,80
12149,Female,Scientist,8.29,5.98,8.82,0.9,84
12150,Female,Office Worker,9.84,5.29,8.23,0.65,94
12151,Male,Scientist,8.24,7.65,6.89,1.23,79
12152,Female,Retail Worker,8.07,8.45,6.71,0.77,82
12153,Male,Scientist,7.08,4.79,10.84,1.29,86
12154,Male,Manual Laborer,11.58,5.71,6.26,0.44,73
12155,Female,Artist,8.95,4.22,9.89,0.93,70
12156,Male,Entrepreneur,11.24,3.67,8.13,0.97,92
12157,Female,Freelancer,10.63,4.16,7.56,1.65,74
12158,Male,Office Worker,9.69,4.06,8.93,1.32,83
12159,Female,Manager,13.76,1,7.29,1.95,80
12160,Female,Freelancer,7.46,10.12,5.67,0.75,92
12161,Male,Office Worker,8.72,5.24,8.7,1.34,72
12162,Male,Artist,8.91,6.4,6.94,1.75,59
12163,Female,Manager,12.21,5.31,5.44,1.04,83
12164,Male,Manager,11.33,4.54,7.28,0.85,73
12165,Female,Freelancer,8.33,4.63,8.74,2.3,71
12166,Male,Consultant,10.13,5.29,6.37,2.2,75
12167,Female,Consultant,8.46,6.57,6.75,2.22,86
12168,Male,Manager,3.74,5.18,14.45,0.62,67
12169,Male,Freelancer,6.87,9.1,6.19,1.84,88
12170,Female,Teacher,6.22,7.69,7.56,2.53,94
12171,Male,Driver,8.17,7.84,6.85,1.14,82
12172,Female,Teacher,7.31,9.82,6.34,0.53,82
12173,Female,Healthcare Worker,10.13,3.8,7.25,2.82,85
12174,Male,Technician,7.6,8.64,6.23,1.53,81
12175,Male,Entrepreneur,13.97,1,6.62,2.41,73
12176,Male,Office Worker,7.78,11.47,4.61,0.14,79
12177,Male,Healthcare Worker,9.78,3.83,8.97,1.41,73
12178,Female,Consultant,10.63,4.41,6.17,2.79,90
12179,Female,Driver,10.52,5.59,6.98,0.92,89
12180,Female,Consultant,8.94,8.1,6.96,0,72
12181,Female,Consultant,8.92,4.7,8.99,1.38,84
12182,Male,Artist,5.23,8.31,7.88,2.58,84
12183,Female,Entrepreneur,14.72,1,5.99,2.29,64
12184,Male,Manual Laborer,10.4,4.18,8.49,0.93,76
12185,Female,Manager,12.79,2.29,8.91,0,63
12186,Male,Driver,10.07,5.91,5.02,3,82
12187,Female,Entrepreneur,12.63,2.13,6.78,2.46,79
12188,Female,Consultant,7.54,3.69,9.77,3,79
12189,Female,Freelancer,5,11.5,5.75,1.75,91
12190,Female,Scientist,9.4,5.75,8.5,0.35,78
12191,Female,Entrepreneur,14.28,2.12,6.62,0.99,67
12192,Male,Scientist,8.1,2.27,10.63,3,70
12193,Male,Consultant,8.23,4.78,8.78,2.21,76
12194,Female,Driver,8.16,6.31,7.98,1.55,99
12195,Female,Healthcare Worker,8.11,6.81,7.32,1.75,74
12196,Female,Manual Laborer,8.5,10,4.69,0.81,97
12197,Female,Retail Worker,7.5,6.89,6.87,2.74,87
12198,Male,Manager,12.19,4.54,6.78,0.5,78
12199,Female,Artist,4.26,7.29,10.54,1.91,80
12200,Male,Teacher,7.95,5.7,7.75,2.6,84
12201,Male,Entrepreneur,11.7,1,10.24,1.06,59
12202,Female,Technician,7.19,7.52,8.49,0.79,90
12203,Male,Manager,8.12,3.9,10.09,1.89,56
12204,Male,Healthcare Worker,10.53,5.61,7.13,0.73,62
12205,Female,Teacher,6.51,12.95,3.18,1.36,82
12206,Female,Artist,4.62,8.3,9.8,1.29,86
12207,Male,Driver,9.3,3.15,9.68,1.87,66
12208,Female,Retail Worker,6.52,6.83,8.55,2.1,100
12209,Male,Healthcare Worker,10.23,3.62,8.61,1.54,75
12210,Male,Consultant,9.19,3.43,8.37,3,81
12211,Male,Consultant,8.11,6.57,6.33,3,82
12212,Female,Office Worker,8.79,8.37,3.95,2.89,91
12213,Male,Engineer,9.18,5.96,5.85,3,94
12214,Female,Consultant,7.03,1.66,14.36,0.94,72
12215,Male,Manager,9.71,4.27,9.42,0.61,66
12216,Female,Entrepreneur,13.86,1.68,8.46,0,62
12217,Female,Driver,11.65,1,10.23,1.11,72
12218,Male,Healthcare Worker,9.53,5.81,7.24,1.42,84
12219,Female,Teacher,8.58,7.34,7.31,0.77,79
12220,Male,Technician,7.86,8.42,7.3,0.43,88
12221,Female,Scientist,7.21,6.49,9.22,1.08,89
12222,Female,Office Worker,8.63,3.77,9.8,1.8,79
12223,Male,Manual Laborer,8.69,8.57,5.92,0.82,81
12224,Female,Manual Laborer,9.42,4.52,8.49,1.57,90
12225,Female,Engineer,7.06,7.97,8.94,0.04,72
12226,Female,Manual Laborer,10.28,2.82,8.32,2.58,74
12227,Male,Engineer,8.96,7.71,6.37,0.96,76
12228,Male,Office Worker,7.69,9.89,6.28,0.14,85
12229,Male,Teacher,8.91,3.1,8.99,3,89
12230,Male,Consultant,11.93,2.82,8.13,1.12,65
12231,Female,Retail Worker,7.85,7.22,7.34,1.59,92
12232,Male,Consultant,11.93,1.93,7.62,2.52,83
12233,Male,Retail Worker,7.06,8.49,8.44,0,72
12234,Female,Scientist,9.9,2.3,8.81,2.98,84
